"CATEGORIE","LIBELLE","MOT_DIRECTEUR","STATUT","COMMUNE","RIVOLI","TENANT","ABOUTISSANT","BI_MIN","BP_MIN","BI_MAX","BP_MAX"
"Avenue","Avenue des Chamois","Chamois","PRIVEE","NANTES","1574","NANTES Avenue des Antilopes","NANTES Avenue des Antilopes","1","2","11","10"
"Place","Place du Change","Change","PUBLIQUE","NANTES","1596","","","1","6","5","6"
"Rue","Rue Chanoine Larose","Larose","PUBLIQUE","NANTES","1606","NANTES Boulevard des Anglais","NANTES Route de Vannes","1","2","61","76"
"Impasse","Impasse Chanteclerc","Chanteclerc","PRIVEE","NANTES","1619","NANTES Rue Chanteclerc","Impasse","3","2","7","4"
"Rue","Rue des Chantiers Crucy","Chantiers","PRIVEE","NANTES","1632","NANTES Rue Bougainville","NANTES Rue Bougainville","1","2","1","24"
"CR","CR 6","6","PUBLIQUE","SAINT-LEGER-LES-VIGNES","0001","SAINT-LEGER-LES-VIGNES Rue du Petit Bran","SAINT-LEGER-LES-VIGNES Rue de la Vigne d","","","",""
"VC","VC 301","301","PUBLIQUE","SAINT-LEGER-LES-VIGNES","0005","","BOUAYE Rue de Beauséjour","","","",""
"Chemin","Chemin des Auches","Auches","PUBLIQUE","VERTOU","0093","VERTOU Rue de la Massonnière","VERTOU Rue de la Visonnière","","4","","6"
"Chemin","Chemin des Moines","Moines","PUBLIQUE","VERTOU","1158","VERTOU Rue Beauséjour","VERTOU Rue du Camareux","","","",""
"Place","Place du Marché","Marché","PUBLIQUE","VERTOU","1132","VERTOU Rue d'Anjou","VERTOU Rue du Poitou","","","",""
"Echangeur","Echangeur des Coteaux de Grand-Lieu","Coteaux","PUBLIQUE","BOUAYE","B224","","","","","",""
"Rue","Rue des Sarments","Sarments","PRIVEE","BOUAYE","0192","BOUAYE Rue des Douelles","","1","2","5","4"
"Impasse","Impasse des Alizés","Alizés","PRIVEE","CARQUEFOU","2018","CARQUEFOU Rue de l'Hôtellerie","Impasse","","6","","6"
"Chemin","Chemin de la Toison d'Or","Toison","PUBLIQUE","CARQUEFOU","3625","CARQUEFOU Rue de Corinthe","","","","",""
"Impasse","Impasse des Hérissons","Hérissons","PRIVEE","BOUGUENAIS","1805","BOUGUENAIS Rue de Beau Soleil","Impasse","1","2","3","4"
"Rue","Rue Pierre Vidal-Naquet","Vidal-Naquet","PUBLIQUE","NANTES","8431","NANTES Boulevard Alexandre Millerand","NANTES Rue Célestin Freinet","7","2","11","10"
"VC","VC 4","4","PUBLIQUE","BRAINS","0006","BRAINS Rue de la Chaussée","BRAINS Rue du Petit Pesle","","","",""
"Impasse","Impasse Alice Guy","Guy","PRIVEE","BASSE-GOULAINE","0804","BASSE-GOULAINE Rue Marcel Carné","Impasse","","","",""
"Allée","Allée de la Ferronerie","Ferronerie","PRIVEE","NANTES","3127","NANTES Rue Paul Bert","","1","10","11","10"
"Allée","Allée Jacqueline Auriol","Auriol","PRIVEE","BOUGUENAIS","1842","BOUGUENAIS Rue Jean Mermoz","","1","2","5","4"
"Rue","Rue du Castel","Castel","PRIVEE","COUERON","0483","COUERON Rue des Rieux","","1","2","11","12"
"Rue","Rue Jean Lefeuvre","Lefeuvre","PRIVEE","SAINTE-LUCE-SUR-LOIRE","2882","SAINTE-LUCE-SUR-LOIRE Rue des Trois Chên","","1","2","33","20"
"Allée","Allée Edouard et Raymond Hervé","Hervé","PRIVEE","NANTES","2678","NANTES Route de Carquefou","NANTES Rue Louis et Louise Le Paih","15","","19",""
"Rue","Rue de l'Halbrane","Halbrane","PUBLIQUE","BOUGUENAIS","1756","BOUGUENAIS Rue René Mouchotte","SAINT-AIGNAN-GRANDLIEU Rue de l'Halbrane","7","","7",""
"Allée","Allée du Nautilus","Nautilus","PUBLIQUE","BOUGUENAIS","2323","BOUGUENAIS Rue de l'Halbrane","","","","",""
"Route","Route du Prouzeau","Prouzeau","PUBLIQUE","CARQUEFOU","3412","THOUARE-SUR-LOIRE Route de Paris","CARQUEFOU Route de Rabinard","","","",""
"Rue","Rue de la Perche","Perche","PUBLIQUE","ORVAULT","1376","ORVAULT Avenue Félix Vincent","","5","4","27","40"
"Allée","Allée de la Pature","Pature","PUBLIQUE","ORVAULT","1347","ORVAULT Rue de la Vigne","","1","2","3","8"
"Rue","Rue des Menestrels","Menestrels","PUBLIQUE","ORVAULT","1133","ORVAULT Avenue du Couchant","","7","2","7","8"
"Rue","Rue Marcel Proust","Proust","PUBLIQUE","ORVAULT","1118","ORVAULT Rue des Marronniers","ORVAULT Rond-Point de la Chataigneraie","1","2","13","16"
"Chemin","Chemin de la Magodière","Magodière","PUBLIQUE","ORVAULT","1041","SAUTRON Chemin des Landes","ORVAULT Rue Notre-Dame des Anges","","6","","6"
"Chemin","Chemin du Loret","Loret","PUBLIQUE","ORVAULT","1018","ORVAULT Chemin du Plessis Buron","ORVAULT Allée du Loret","1","","7",""
"Rue","Rue de Locarec","Locarec","PUBLIQUE","ORVAULT","1012","ORVAULT Rue de la Baronnière","ORVAULT Rue du Stiff","3","2","5","6"
"Rue","Rue des Jarres","Jarres","PUBLIQUE","ORVAULT","0933","ORVAULT Avenue du Couchant","ORVAULT Rue de la Chevalerie","3","6","7","12"
"Rue","Rue de l'Hôpiteau","Hôpiteau","PRIVEE","ORVAULT","0880","ORVAULT Avenue Félix Vincent","","7","4","7","14"
"Chemin","Chemin de la Guidoire","Guidoire","PUBLIQUE","ORVAULT","0811","ORVAULT Route de la Rousselière","ORVAULT Chemin de la Retardière","11","8","21","24"
"Rue","Rue de la Grive Musicienne","Grive","PUBLIQUE","ORVAULT","0793","ORVAULT Avenue du Martin Pécheur","ORVAULT Rue de la Mouette Rieuse","1","2","7","8"
"Avenue","Avenue des Chapelières","Chapelières","PRIVEE","NANTES","1653","NANTES Rue Joseph Blanchart","","","4","","18"
"Rue","Rue Charles le Goffic","Goffic","PUBLIQUE","NANTES","1728","NANTES Rue Paul Bellamy","NANTES Place du Croisic","1","2","17","14"
"Rue","Rue Charles Perron","Perron","MIXTE","NANTES","1744","NANTES Rue Antoine Watteau","ST-HERBLAIN Boulevard du Massacre","1","2","11","20"
"Impasse","Impasse Paul Eluard","Eluard","PUBLIQUE","BASSE-GOULAINE","0189","BASSE-GOULAINE Impasse Paul Claudel","Impasse","1","2","5","6"
"Avenue","Avenue Mozart","Mozart","PUBLIQUE","BASSE-GOULAINE","0075","BASSE-GOULAINE Avenue Mozart","","1","2","45","40"
"Impasse","Impasse Jacques Brel","Brel","PUBLIQUE","BASSE-GOULAINE","0176","BASSE-GOULAINE Rue Georges Brassens","Impasse","1","2","3","4"
"Rue","Rue du Corbon","Corbon","PUBLIQUE","BASSE-GOULAINE","0150","BASSE-GOULAINE Rue du Moulin Soline","","1","28","149","138"
"Rue","Rue des Rouleaux","Rouleaux","PUBLIQUE","BASSE-GOULAINE","0116","BASSE-GOULAINE Rue des Landes de la Plée","BASSE-GOULAINE Rue des Landes de la Plée","1","4","157","168"
"Impasse","Impasse des Champs Menauds","Champs","PUBLIQUE","BASSE-GOULAINE","0660","BASSE-GOULAINE Rue des Rouleaux","Impasse","","2","","6"
"Rue","Rue Jean Baptiste Clément","Clément","PUBLIQUE","BOUGUENAIS","1835","","","1","4","63","84"
"Chemin","Chemin du Fresne","Fresne","PUBLIQUE","CARQUEFOU","C652","CARQUEFOU CR 23","CARQUEFOU Chemin de la Cane","","","",""
"Rue","Rue de la Paix","Paix","PUBLIQUE","CARQUEFOU","3282","CARQUEFOU Rue Marie Curie","","3","","3",""
"Impasse","Impasse Ordronneau","Ordronneau","PUBLIQUE","BOUGUENAIS","2391","REZE Rue Ordronneau","Impasse","1","4","5","6"
"Rue","Rue Emilienne Leroux","Leroux","PRIVEE","NANTES","2810","NANTES Rue Emilienne Leroux","NANTES Rue Emilienne Leroux","1","4","3","10"
"Rue","Rue de la Chasseloire","Chasseloire","PUBLIQUE","ST-HERBLAIN","0572","","","1","2","17","18"
"Impasse","Impasse de la Chasseloire","Chasseloire","PUBLIQUE","ST-HERBLAIN","0573","","Impasse","1","2","7","12"
"Rue","Rue Auguste Renoir","Renoir","PRIVEE","THOUARE-SUR-LOIRE","0200","THOUARE-SUR-LOIRE Rue de la Frégate","THOUARE-SUR-LOIRE Rue Marie Bracquemond","1","2","7","6"
"Rue","Rue du Bocage","Bocage","PRIVEE","ORVAULT","0299","","ORVAULT Rue du Raffuneau","","","",""
"Rue","Rue du Doua","Doua","PUBLIQUE","ORVAULT","0611","ORVAULT Rue du Gargot","ORVAULT Chemin du Doucet","1","2","77","84"
"Impasse","Impasse des Azalées","Azalées","PRIVEE","LES-SORINIERES","0044","LES-SORINIERES Rue de la Bruyère","Impasse","1","","7",""
"Rue","Rue de l'Atlantique","Atlantique","PRIVEE","LES-SORINIERES","1050","LES-SORINIERES VM 57","","1","","1",""
"Rue","Rue de Tourneuve","Tourneuve","PRIVEE","ORVAULT","1774","ORVAULT Route du Télégraphe","","","2","","2"
"Impasse","Impasse du Haut Cormier","Cormier","PUBLIQUE","ORVAULT","0861","ORVAULT Route de Basse Indre","Impasse","1","2","1","2"
"Allée","Allée Paul Passard","Passard","PUBLIQUE","ST-HERBLAIN","2031","ST-HERBLAIN Route de Vannes","ST-HERBLAIN Route de Vannes","335","","347",""
"Rond-Point","Rond-Point du Bougon","Bougon","PUBLIQUE","BOUGUENAIS","0618","","","","","",""
"Rond-Point","Rond-Point de la Grande Ouche","Ouche","PUBLIQUE","BOUGUENAIS","1731","","","","","",""
"Rond-Point","Rond-Point des Landes","Landes","PUBLIQUE","BOUGUENAIS","1921","","","","54","","54"
"Chemin","Chemin de la Roche du Gré","Gré","PRIVEE","SAINT-JEAN-DE-BOISEAU","1159","SAINT-JEAN-DE-BOISEAU Rue du Surchaud","","","","",""
"Chemin","Chemin du Tressard","Tressard","PUBLIQUE","SAINT-JEAN-DE-BOISEAU","1178","SAINT-JEAN-DE-BOISEAU Impasse des Primev","SAINT-JEAN-DE-BOISEAU Rue de la Fenêtre","","","",""
"Chemin","Chemin de la Chaufferie","Chaufferie","PRIVEE","SAINT-JEAN-DE-BOISEAU","0206","SAINT-JEAN-DE-BOISEAU Chemin des Diligen","SAINT-JEAN-DE-BOISEAU Chemin des Vignes","","","",""
"Allée","Allée des Bois","Bois","PUBLIQUE","SAINT-AIGNAN-GRANDLIEU","","SAINT-AIGNAN-GRANDLIEU Route de l'Halbra","","1","","11",""
"Chemin","Chemin de Gagné","Gagné","PUBLIQUE","ORVAULT","0701","ORVAULT Chemin de la Guichardière","ORVAULT Chemin de la Retardière","5","4","13","6"
"Place","Place de la Fraternité","Fraternité","PUBLIQUE","ORVAULT","0680","ORVAULT Rue de la Baronnière","ORVAULT Avenue de la Cholière","","","",""
"Impasse","Impasse de la Fenaison","Fenaison","PRIVEE","ORVAULT","0673","ORVAULT Avenue du Bois Raguenet","Impasse","1","4","15","14"
"Rue","Rue Euclide","Euclide","PUBLIQUE","ORVAULT","0663","ORVAULT Rue Jean-Louis Lagrange","","1","2","9","8"
"Rue","Rue des Erables","Erables","PUBLIQUE","ORVAULT","0656","ORVAULT Rue des Erables","ORVAULT Rue Alfred Nobel","","2","","4"
"Allée","Allée de l'Elorn","Elorn","PRIVEE","ORVAULT","0637","ORVAULT Avenue de la Vilaine","","1","2","3","2"
"Rue","Rue des Dahlias","Dahlias","PUBLIQUE","ORVAULT","0620","","ORVAULT Avenue de la Ferrière","7","6","79","80"
"Rue","Rue du Cygne","Cygne","PUBLIQUE","ORVAULT","0615","ORVAULT Rue du Centaure","","1","","27",""
"Rue","Rue du Commandant Charcot","Charcot","PUBLIQUE","ORVAULT","0547","ORVAULT Rue Jules Verne","ORVAULT Rue du Commandant Charcot","","4","","18"
"Route","Route du Tour","Tour","PUBLIQUE","BOUAYE","0218","","BOUAYE Route de la Barre","1","2","51","36"
"Rue","Rue des Treilles","Treilles","PUBLIQUE","BOUAYE","0225","BOUAYE Rue de l'Ancienne Eglise","SAINT-LEGER-LES-VIGNES Rue de la Minoter","1","2","1","10"
"Rue","Rue de l'Ancienne Eglise","Ancienne","PUBLIQUE","BOUAYE","0010","BOUAYE Route du Tour","BOUAYE Place du Pays de Retz","1","2","71","62"
"Rue","Rue de Pornic","Pornic","PUBLIQUE","BOUAYE","0165","","","1","2","43","36"
"Place","Place du Pays de Retz","Pays","PUBLIQUE","BOUAYE","0124","BOUAYE Rue de l'Ancienne Eglise","BOUAYE Rue de Pornic","15","20","21","26"
"Rue","Rue des Essarts","Essarts","PUBLIQUE","BOUAYE","0043","BOUAYE Rue du Huit Mai 1945","","1","2","21","14"
"Allée","Allée des Camélias","Camélias","PUBLIQUE","BOUAYE","0017","BOUAYE Allée des Lilas","","1","2","3","6"
"Impasse","Impasse de la Planche Brondet","Brondet","PRIVEE","REZE","3052","REZE Rue Blaise Pascal","Impasse","","","",""
"Chemin","Chemin Pageot","Pageot","PUBLIQUE","INDRE","1057","INDRE Rue du Moulin","INDRE Impasse des Vignes Blanches","","","",""
"Embarcadère","Embarcadère des 3 Iles","Iles","PUBLIQUE","INDRE","X001","","","","","",""
"Route","Route d'Auray","Auray","PUBLIQUE","THOUARE-SUR-LOIRE","0734","THOUARE-SUR-LOIRE Route de Paris","THOUARE-SUR-LOIRE Rue de Mauves","","","",""
"Impasse","Impasse Félix Gouin","Gouin","PRIVEE","ST-HERBLAIN","1014","ST-HERBLAIN Rue Ambroise Croizat","Impasse","1","2","5","6"
"Allée","Allée des Coquelicots","Coquelicots","PRIVEE","SAUTRON","1378","SAUTRON Allée des Pivoines","","1","","11",""
"Rue","Rue des Ruettes","Ruettes","PUBLIQUE","CARQUEFOU","3485","CARQUEFOU Rue des Ruettes","CARQUEFOU Route de Thouaré","1","2","31","22"
"Voie","Voie Non Dénommée 1981521","Dénommée","Inconnu","LES-SORINIERES","","","","","","",""
"Voie","Voie Non Dénommée 1981523","Dénommée","Inconnu","LES-SORINIERES","","","","","","",""
"Voie","Voie Non Dénommée 1981525","Dénommée","Inconnu","LES-SORINIERES","","","","","","",""
"Ruelle","Ruelle Lilla Hansen","Hansen","PRIVEE","NANTES","4990","NANTES Venelle Lina Bo Bardi","NANTES Venelle Jean B. Fletcher","","2","","4"
"Rue","Rue Marcelle Baron","Baron","PRIVEE","SAINTE-LUCE-SUR-LOIRE","3117","SAINTE-LUCE-SUR-LOIRE Rue Germaine Tilli","SAINTE-LUCE-SUR-LOIRE Rue du Plessis Mai","1","2","13","10"
"Impasse","Impasse des Minotiers","Minotiers","PRIVEE","LES-SORINIERES","0246","LES-SORINIERES Rue du Moulin des Landes","Impasse","1","2","9","12"
"Avenue","Avenue Gandhi","Gandhi","PRIVEE","NANTES","3450","NANTES Rue de Coulmiers","","1","2","7","6"
"Place","Place des Libertés","Libertés","PUBLIQUE","ST-SEBASTIEN","0771","ST-SEBASTIEN Rue de la Chesnaye","ST-SEBASTIEN Place Alfred Radigois","","2","","14"
"Rue","Rue des Bouvreuils","Bouvreuils","PUBLIQUE","ST-SEBASTIEN","0203","ST-SEBASTIEN Rue des Chardonnerets","","1","2","13","2"
"Rue","Rue des Ecobuts","Ecobuts","PUBLIQUE","ST-SEBASTIEN","0430","ST-SEBASTIEN Route de Clisson","ST-SEBASTIEN Rue du Largeau","1","2","71","94"
"Allée","Allée Charles Lindbergh","Lindbergh","PUBLIQUE","ST-SEBASTIEN","0263","ST-SEBASTIEN Rue de Costes et Bellonte","ST-SEBASTIEN Rue de la Grande Pièce","3","2","9","12"
"Rue","Rue de Polymnie","Polymnie","PRIVEE","ST-SEBASTIEN","1096","ST-SEBASTIEN Rue de Blois","ST-SEBASTIEN Rue de Calliope","1","2","3","20"
"Rue","Rue des Quinze Sillons","Quinze","PUBLIQUE","ST-SEBASTIEN","1176","ST-SEBASTIEN Rue du Portereau","ST-SEBASTIEN Rue de la Noë Cottée","3","2","33","84"
"Rue","Rue de la Chaponnerie","Chaponnerie","PUBLIQUE","ST-SEBASTIEN","0270","ST-SEBASTIEN Rue Henri Mainguet","ST-SEBASTIEN Rue de la Malnoue","5","4","33","30"
"Rue","Rue de la Sèvre","Sèvre","PUBLIQUE","ST-SEBASTIEN","1257","ST-SEBASTIEN Rue de la Baugerie","ST-SEBASTIEN Allée de la Sanguèze","3","4","9","8"
"Chemin","Chemin des Américains","Américains","PUBLIQUE","NANTES","0226","NANTES Rue Saint Médard","NANTES Rue de la Croix Rouge","","34","","34"
"Allée","Allée de la Bora","Bora","PRIVEE","NANTES","1049","NANTES Rue des Alouettes","NANTES Rue d'Autan","3","2","3","10"
"Allée","Allée de la Bourse","Bourse","PUBLIQUE","NANTES","1167","NANTES Rue Jean Jacques Rousseau","NANTES Allée Brancas","","","",""
"Chemin","Chemin Guilbaud","Guilbaud","PRIVEE","NANTES","3940","NANTES Rue Nicolas Appert","NANTES Boulevard Pasteur","3","4","13","12"
"Quai","Quai André Morice","Morice","PUBLIQUE","NANTES","0282","NANTES Quai Magellan","NANTES Quai de Tourville","","","",""
"Rue","Rue d'Anjou","Anjou","PUBLIQUE","NANTES","0304","NANTES Rue Noire","NANTES Rue du Maine","3","4","21","34"
"Impasse","Impasse d'Allos","Allos","PUBLIQUE","COUERON","0023","COUERON Rue Jean Bart","Impasse","1","2","17","10"
"Rue","Rue du Baco","Baco","PRIVEE","REZE","0228","REZE Rue du Moulin des Barres","","7","8","15","24"
"Digue","Digue d'Indret","Indret","PUBLIQUE","INDRE","0619","LA-MONTAGNE Rue d'Indret","INDRE Rue de l'Eglise","","","",""
"Allée","Allée de Panama","Panama","PUBLIQUE","LA-MONTAGNE","1450","LA-MONTAGNE Rue Mendes France","LA-MONTAGNE Rue Anne Claude Godeau","","","",""
"Avenue","Avenue du Cheneau","Cheneau","PUBLIQUE","VERTOU","0492","VERTOU Rue du Domaine","","1","2","7","6"
"Rue","Rue de la Douettée","Douettée","PUBLIQUE","VERTOU","0621","VERTOU Rue Sèvre et Maine","VERTOU Rue Sèvre et Maine","1","2","13","32"
"Avenue","Avenue du Grand Trémoutier","Grand","PUBLIQUE","VERTOU","0877","VERTOU Rue de Saintonge","","1","2","9","8"
"Rue","Rue des Roseaux","Roseaux","PUBLIQUE","VERTOU","1578","VERTOU Rue du Bignonnet","VERTOU Rue du Papyrus","3","2","41","62"
"Impasse","Impasse des Noisetiers","Noisetiers","PUBLIQUE","BOUAYE","0106","BOUAYE Rue des Acacias","Impasse","1","2","11","6"
"Allée","Allée des Pluviers","Pluviers","PUBLIQUE","BOUAYE","0155","BOUAYE Rue des Pétrels","","1","2","9","2"
"Avenue","Avenue du Bois","Bois","PUBLIQUE","BOUAYE","0011","BOUAYE Rue de Nantes","BOUAYE Rue de l'Acheneau","3","2","13","26"
"Rue","Rue du Port","Port","PUBLIQUE","BOUAYE","0167","BOUAYE Rue de l'Acheneau","BOUAYE Rue de l'Acheneau","3","2","7","8"
"Route","Route de Bouguenais","Bouguenais","PUBLIQUE","BOUAYE","0013","BOUGUENAIS Rue du Désert","BOUAYE Route de Paimboeuf","1","2","27","14"
"Chemin","Chemin de la Galimondaine","Galimondaine","PUBLIQUE","BOUAYE","0058","","BOUAYE Route de Bouguenais","","","",""
"Impasse","Impasse de la Chênaie","Chênaie","PRIVEE","BOUGUENAIS","3608","BOUGUENAIS Impasse de la Chênaie","Impasse","","","",""
"Rue","Rue Emile Cassard","Cassard","PRIVEE","BASSE-GOULAINE","0174","BASSE-GOULAINE Rue Emile Cassard","BASSE-GOULAINE Rue Emile Cassard","1","","5",""
"Ruelle","Ruelle Massonet","Massonet","PUBLIQUE","INDRE","0902","INDRE Rue des Trois Pignons","INDRE Rue de Bellevue","","","",""
"Porte","Porte des Sorinières","Sorinières","PUBLIQUE","VERTOU","","","","","","",""
"Porte","Porte d'Orvault","Orvault","PUBLIQUE","ORVAULT","","","","","","",""
"Rue","Rue des Ferblantiers","Ferblantiers","PUBLIQUE","NANTES","3105","NANTES Rue Pierre Landais","NANTES Rue la Tour d'Auvergne","","2","","4"
"Rue","Rue Saint Antoine","Antoine","PUBLIQUE","NANTES","7540","NANTES Rue de la Carterie","NANTES Rue de Châteaulin","1","2","31","28"
"Rue","Rue Saint Denis","Denis","PUBLIQUE","NANTES","7560","NANTES Rue de Verdun","","1","2","11","2"
"Place","Place Sainte Elisabeth","Elisabeth","PUBLIQUE","NANTES","7588","NANTES Rue du Marchix","","1","2","3","4"
"Place","Place Saint Felix","Felix","PUBLIQUE","NANTES","7609","NANTES Rue Colombel","NANTES Rue Sylvain Paris","1","2","9","8"
"Route","Route de Saint Herblain","Herblain","PUBLIQUE","NANTES","7632","NANTES Rue du Corps de Garde","NANTES Boulevard Emile Romanet","9","2","93","100"
"Impasse","Impasse Saint Laurent","Laurent","PUBLIQUE","NANTES","7668","NANTES Place Saint Pierre","Impasse","1","2","7","8"
"Rue","Rue Saint Léonard","Léonard","PUBLIQUE","NANTES","7672","NANTES Rue des Trois Croissants","NANTES Rue Garde Dieu","1","2","37","32"
"Avenue","Avenue Saint Martin","Martin","PRIVEE","NANTES","7684","NANTES Rue de la Croix","NANTES Rue des Granits","","2","","14"
"Rue","Rue Saint Pierre","Pierre","PUBLIQUE","NANTES","7728","NANTES Rue de Verdun","NANTES Rue Mathelin Rodier","1","2","13","8"
"Route","Route de Saint Sébastien","Sébastien","PUBLIQUE","NANTES","7744","","ST-SEBASTIEN Rue de la Fonderie","1","50","63","88"
"Avenue","Avenue de la Petite Baratte","Petite","PRIVEE","NANTES","6437","NANTES Rue de la Petite Baratte","","1","2","21","10"
"Rue","Rue des Becques","Becques","PUBLIQUE","ST-SEBASTIEN","0105","ST-SEBASTIEN Rue du Docteur Paul Michaux","ST-SEBASTIEN Rue Jean Baptiste Robert","","6","","6"
"Rue","Rue du Vieux Puits","Vieux","PUBLIQUE","ST-SEBASTIEN","1333","ST-SEBASTIEN Rue des Plantes","ST-SEBASTIEN Place de la Croix des Lande","1","2","15","8"
"Passage","Passage d'Armor","Armor","PUBLIQUE","ST-SEBASTIEN","0072","ST-SEBASTIEN Rue de Bretagne","ST-SEBASTIEN Rue des Déportés","3","","7",""
"Rue","Rue de l'Ancien Pont","Ancien","PUBLIQUE","ST-SEBASTIEN","0040","ST-SEBASTIEN Rue du Douet","","1","2","37","6"
"Rue","Rue de la Comète","Comète","PUBLIQUE","ST-SEBASTIEN","0332","ST-SEBASTIEN Rue de la Libération","ST-SEBASTIEN Rue de la Comète","1","2","45","14"
"Rue","Rue de la Jaunaie","Jaunaie","PUBLIQUE","ST-SEBASTIEN","0710","VERTOU Route de Clisson","","73","78","141","146"
"Rue","Rue de Gévaudan","Gévaudan","PUBLIQUE","ST-SEBASTIEN","0569","ST-SEBASTIEN Rue des Cévennes","ST-SEBASTIEN Rue de la Lourneau","1","2","31","28"
"Rue","Rue de la Garillère","Garillère","PUBLIQUE","ST-SEBASTIEN","0520","ST-SEBASTIEN Rue du Lieutenant Marty","ST-SEBASTIEN Rue Robert Douineau","1","12","39","30"
"Rue","Rue des Fresches","Fresches","PUBLIQUE","ST-SEBASTIEN","0505","ST-SEBASTIEN Rue du Pâtis Brûlé","ST-SEBASTIEN Rue des Garennes","1","4","37","42"
"Rue","Rue d'Euterpe","Euterpe","PRIVEE","ST-SEBASTIEN","0465","","","1","2","5","8"
"Ruelle","Ruelle de Beautour","Beautour","PUBLIQUE","VERTOU","0190","VERTOU Route de Nantes","VERTOU Place de la Bussaudière","1","2","21","20"
"Route","Route de la Fontenelle","Fontenelle","PUBLIQUE","VERTOU","0680","VERTOU Route de Nantes","VERTOU Route de Clisson","1","2","129","138"
"Avenue","Avenue des Roses","Roses","PUBLIQUE","VERTOU","1580","VERTOU Rue des Landes","VERTOU Rue du Soleil Levant","1","2","11","24"
"Impasse","Impasse du Soleil Levant","Soleil","PUBLIQUE","VERTOU","1641","VERTOU Rue du Soleil Levant","Impasse","1","2","7","6"
"Allée","Allée Alfred Sisley","Sisley","PUBLIQUE","VERTOU","0035","VERTOU Rue des Essarts","","1","2","11","10"
"Avenue","Avenue Manet","Manet","PUBLIQUE","VERTOU","1127","VERTOU Avenue Watteau","VERTOU Avenue Watteau","3","2","9","18"
"Rue","Rue des Camélias","Camélias","PUBLIQUE","VERTOU","0397","VERTOU Rue des Camélias","VERTOU Rue des Violettes","1","2","11","10"
"Rue","Rue des Dahlias","Dahlias","PUBLIQUE","VERTOU","0595","VERTOU Rue des Jonquilles","VERTOU Rue des Tulipes","1","2","15","14"
"Rue","Rue des Peupliers","Peupliers","PUBLIQUE","VERTOU","1406","VERTOU Rue des Cèdres","","1","2","11","12"
"Rue","Rue de Touraine","Touraine","PUBLIQUE","VERTOU","1685","VERTOU Rue de Bretagne","VERTOU Rue d'Anjou","1","2","7","4"
"Rue","Rue d'Auvergne","Auvergne","PUBLIQUE","VERTOU","0098","VERTOU Rue de Touraine","VERTOU Boulevard de l'Europe","1","2","11","12"
"Chemin","Chemin du Roc","Roc","PRIVEE","VERTOU","1566","VERTOU Rue de la Pierre Percée","VERTOU Chemin de Mandon","","2","","6"
